id,resource_type,locator,translatable_string
99b27432-e537-4fc8-a4dc-d6adf8ce402e,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691675199972""].output.generic[0].values[0].text","""Na NTT DATA, Maycon foi contratado em 2019 e atuou até DEZEMBRO de 2020. Maycon atuou como Engenheiro de Dados focado em ODS (Sistemas de Dados Operacionais), desempenhando um papel crucial na eficiente gestão e organização dos dados operacionais em uma estrutura centralizada. Sua principal responsabilidade envolveu o projeto e modelagem do ODS, considerando os requisitos de negócios e fontes de dados operacionais. Ele definiu o esquema de dados do ODS, identificando entidades e atributos relevantes, criando tabelas e relacionamentos, e definindo chaves primárias e estrangeiras de acordo com as necessidades da empresa.

Além disso, Maycon realizou a integração de dados, executando a extração, transformação e carregamento de dados operacionais de várias fontes para o ODS. Ele desenvolveu pipelines de dados que garantiam a integridade e qualidade dos dados durante o processo de carregamento, utilizando ferramentas ETL como Apache NiFi ou AWS Glue para facilitar e automatizar esse processo.

Como parte do seu papel, ele assegurou a qualidade dos dados, realizando verificações para garantir a precisão e consistência das informações armazenadas no ODS. Ele identificou e resolveu problemas como valores ausentes, duplicatas, erros de formatação ou inconsistências entre fontes de dados, garantindo que apenas dados confiáveis e limpos fossem armazenados no ODS.

Maycon também se dedicou à monitorização e desempenho do ODS, otimizando consultas, implementando índices e aplicando técnicas de particionamento de dados para melhorar a eficiência das análises, garantindo análises rápidas e eficazes.

Sua contribuição também se estendeu à integração do ODS com sistemas analíticos, permitindo que os dados armazenados no ODS fossem utilizados para análises avançadas em tempo real. Ele desempenhou um papel fundamental na integração do ODS com ferramentas e plataformas de análise de dados, como data warehouses, data lakes ou ferramentas de visualização, fornecendo insights valiosos para a tomada de decisões estratégicas da empresa. Sua experiência na NTT DATA demonstrou suas habilidades em projetar, implementar e otimizar fluxos de dados, contribuindo significativamente para a inteligência de negócios e análises avançadas."""
8af05daf-71b4-46ab-acd8-49abed4c418d,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691675199972""].conditions","""@NTTDATA || #NTTDATA"""
26e4a816-0c82-4a5d-9209-cbe1bc82e43e,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691677966452""].title","""ofensas"""
9c566cf2-b27e-484d-8e28-d8933d75e6ec,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691677966452""].output.generic[0].values[0].text","""Eu compreendo que você está irritado, porém mantenha a serenidade! A vida se torna muito mais agradável com um sorriso!"""
c0f95151-e072-493e-9008-af31bc951886,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691677966452""].output.generic[0].values[1].text","""Reconheço que você está zangado, no entanto, seja paciente! A vida é mais bela quando se está sorrindo!"""
0f1ec19e-0d46-448c-abff-48da32907c69,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691677966452""].output.generic[0].values[2].text","""Entendo que você está irritado, mas peço que mantenha a calma! A vida se torna mais positiva com um sorriso!"""
81317b46-b25e-4e95-83e1-e5d4e6d4138c,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691677966452""].output.generic[0].values[3].text","""Compreendo sua frustração, mas por favor seja tolerante! A existência é mais feliz quando há um sorriso no rosto!"""
1388a7de-adec-4f39-9625-7fa632f338dd,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691677966452""].output.generic[0].values[4].text","""Eu percebo sua raiva, contudo, tenha paciência! A vida se torna mais alegre com um sorriso!"""
d18c4e92-bc8f-4d11-bb1a-29cb13855095,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691677966452""].output.generic[0].values[5].text","""Sei que você está chateado, no entanto, mantenha a tranquilidade! A vida é mais agradável com um sorriso no rosto!"""
0f36d8e3-aa0d-42fa-80fc-45dd71607989,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691677966452""].conditions","""@ofensas || #ofensas"""
0e166212-219b-4d8f-909b-ddbc0ef18a57,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691679136911""].title","""Contato"""
a6d87739-ac09-420f-8576-bbe270c3d094,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691679136911""].output.generic[0].values[0].text","""Para entrar em contato diretamente com Maycon, por favor envie um e-mail para ""mayconcypriano@gmail.com"""""
2caa3ceb-f19a-4376-ba1d-54acb9678d65,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691679136911""].conditions","""@contato || #contato"""
b3c05f2a-63eb-486f-aaf9-39792b96e2d9,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_7_1691629745962""].title","""EXPERIENCIA"""
d38af32f-89cd-4377-996c-1a25bedbc2ef,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_7_1691629745962""].output.generic[0].values[0].text","""Aqui estão as ultimas três experiências dele: IBM, ACCENTURE e NTT DATA"""
8d2b542f-4767-49a6-baca-6539dbd92711,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_7_1691629745962""].output.generic[0].values[1].text","""Esta são suas últimas três experiências profissionais: IBM, ACCENTURE e NTT DATA"""
aad42a83-0d1a-4d20-9867-6d85ec692e80,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_7_1691629745962""].output.generic[0].values[2].text","""Eis um pequeno resumo de suas útilmas experiências profissionais: IBM, ACCENTURE e NTT DATA"""
106b4376-522e-48a5-88ca-39688d75cc71,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_7_1691629745962""].conditions","""@Experiência || #experiencia && true"""
6da9d1ee-99a1-44ba-976e-bd18f9ab71e6,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_7_1691673022215""].title","""Restart"""
921d6e6e-9baa-435d-b886-4bd343373704,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_7_1691673022215""].output.generic[0].values[0].text","""Para recomeçar o BOT por favor digite ""recomeçar"""""
0286c109-6875-4574-aefd-e1902c18bf1b,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_7_1691673022215""].output.generic[0].values[1].text","""Para recomeçar o BOT por favor digite ""de novo"""""
d19c0ffb-e265-4c92-b223-48ab67f85cb3,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_7_1691673022215""].output.generic[0].values[2].text","""Para recomeçar o BOT por favor digite ""começar"""""
56ebf033-f1f8-4a39-96c9-c2134c09a04e,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_7_1691678116730""].title","""PORTIFÓLIO"""
f6c2a05f-68f0-46e4-829e-a9526ed4611d,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_7_1691678116730""].output.generic[0].values[0].text","""Se deseja ver o portifólio do Maycon, acesse: https://github.com/batestin1"""
c7910ddb-568a-4383-9d12-12db330eb0bc,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_7_1691678116730""].output.generic[0].values[1].text","""Caso queira visualizar o portfólio de Maycon, visite: https://github.com/batestin1.
"""
bf1a75c4-6e2e-484e-9c86-166f9c245d72,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_7_1691678116730""].conditions","""@portifolio || #portifólio"""
da61f5f2-dd34-471d-b63d-6c1a3e59b108,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_8_1691615142920""].title","""DesembuiçãoMaycon"""
408f81ea-6ad4-437f-841a-03cd2c626e73,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_8_1691615142920""].output.generic[0].values[0].text","""O que você deseja saber sobre Maycon?"""
17374768-f69c-4687-a688-238aca5477b2,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_8_1691615142920""].output.generic[0].values[1].text","""Entendi, mas o que realmente você quer saber sobre o Maycon?"""
3a2da7d5-535d-4f5a-80c4-dd099ea5f350,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_8_1691615142920""].output.generic[0].values[2].text","""Claro, mas o que deseja saber sobre o Maycon?"""
cf817904-4fc4-4208-aa39-43193416bff1,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_8_1691615142920""].conditions","""@maycon || #sobreMaycon && true"""
706e4f12-1e85-4d4d-9d38-54b031405854,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_9_1691613355072""].title","""Obrigado"""
d9f628fa-58f5-462d-908f-d6c2b33921cb,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_9_1691613355072""].output.generic[0].values[0].text","""Agradeço seu tempo!"""
d0a8914b-c419-42b6-95e6-7c390756635a,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_9_1691613355072""].output.generic[0].values[1].text","""Estou a disposição."""
7e3708fc-c96e-4326-b5b9-6f425c288a01,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_9_1691613355072""].output.generic[0].values[2].text","""Tmj."""
a88456c1-c559-44d2-8d73-91ac25cd9035,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_9_1691613355072""].output.generic[0].values[3].text","""Chame sempre que quiser!"""
0f612806-8a52-4c87-a824-fa20e77a8ed9,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_9_1691613355072""].output.generic[0].values[4].text","""Qualquer coisa, é só me chamar novamente!"""
04d852f8-99b6-4279-b258-6f1895d54c95,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_9_1691613355072""].output.generic[0].values[5].text","""Obrigado."""
660f6b1a-9ccc-4d82-81a6-59224be2268d,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_9_1691613355072""].output.generic[0].values[6].text","""Tamo junto!"""
b516269e-512c-490c-b803-4c95f5dc8167,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_9_1691613355072""].output.generic[0].values[7].text","""Eu que agradeço"""
9468f11e-8110-471d-b988-228be7dccc7c,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_9_1691613355072""].conditions","""@Obrigado || #Obrigado"""
d9d33e27-4121-45a0-9cbd-868e56607a72,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_9_1691761755895""].title","""emojions"""
81c4cbef-8519-4d65-8d50-e1a77a5e7b10,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_9_1691761755895""].output.generic[0].values[0].text","""Eu não sei entender muito bem emojis..."""
ac6e2372-9381-47ca-ba4e-2948b3944e64,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_9_1691761755895""].conditions","""@emojis || #emojis"""
a668fc1e-58ed-4b96-87b1-345f38501c75,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_2_1691756722577""].output.generic[0].values[0].text","""Aqui está uma lista de opções para lhe ajudar"""
4072ac7c-6ed9-459d-b62d-506c5ba29733,DIALOG_NODES_OUTPUT_GENERIC_TITLE,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_6_1691756608794""].output.generic[0].title",""""""
e2a713a1-87ac-4624-8354-97c91807ccec,DIALOG_NODES_OUTPUT_GENERIC_OPTIONS_LABEL,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_6_1691756608794""].output.generic[0].options[0].label","""Experiências Profissionais"""
860a97fa-0d7e-4832-9fa9-9300b7cd84b9,DIALOG_NODES_OUTPUT_GENERIC_OPTIONS_VALUE_INPUT_TEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_6_1691756608794""].output.generic[0].options[0].value[label=""Experiências Profissionais""].input.text","""experiencia"""
8292aa6e-b3df-4c5d-86cc-8ed2a271cd83,DIALOG_NODES_OUTPUT_GENERIC_OPTIONS_LABEL,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_6_1691756608794""].output.generic[0].options[1].label","""Skills"""
9d093fd1-f099-4708-9c4c-8b637c5078b7,DIALOG_NODES_OUTPUT_GENERIC_OPTIONS_VALUE_INPUT_TEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_6_1691756608794""].output.generic[0].options[1].value[label=""Skills""].input.text","""skill"""
70951723-af72-411b-83f0-71741b1c5fe8,DIALOG_NODES_OUTPUT_GENERIC_OPTIONS_LABEL,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_6_1691756608794""].output.generic[0].options[2].label","""Currículo"""
9ff830ef-9fe1-4456-83dd-01651f7029bf,DIALOG_NODES_OUTPUT_GENERIC_OPTIONS_VALUE_INPUT_TEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_6_1691756608794""].output.generic[0].options[2].value[label=""Currículo""].input.text","""curriculo"""
6d8e1e27-3496-4472-9d36-54368c590f2e,DIALOG_NODES_OUTPUT_GENERIC_OPTIONS_LABEL,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_6_1691756608794""].output.generic[0].options[3].label","""Portifólio"""
ad9565a3-de09-4093-9189-e775e644144f,DIALOG_NODES_OUTPUT_GENERIC_OPTIONS_VALUE_INPUT_TEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_6_1691756608794""].output.generic[0].options[3].value[label=""Portifólio""].input.text","""portifolio"""
b0490bfb-5aa6-4928-9000-685401638530,DIALOG_NODES_CONTEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_6_1691756608794""].context.skill","""skill"""
d0025215-5cbf-4d1f-9ddd-411aae8d5aac,DIALOG_NODES_CONTEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_6_1691756608794""].context.empresas","""experiencia"""
4a4de130-a2e7-4344-acce-c1489e8c1212,DIALOG_NODES_CONTEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_6_1691756608794""].context.curriculo","""curriculo"""
f9230784-a6cb-4e9a-9a08-61432f69dbbb,DIALOG_NODES_CONTEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_6_1691756608794""].context.portifolio","""portifolio"""
c23a67cb-ef88-4421-a8ab-ba38533ebea3,SYS_SETTINGS_DISAMBIGUATION_NONE_OF_ABOVE_PROMPT,workspace.system_settings.disambiguation.none_of_the_above_prompt,"""Não entendi"""
